订单 ID,订单日期,发货日期,装运模式,客户 ID,客户名称,细分,城市,省/自治区,国家/地区,区域,产品 ID,类别,子类别,产品名称,销售额,数量,折扣,利润
CN-2024-092349820,2024/9/23,2024/9/26,一级,钱宁-149820,钱宁,公司,西安,陕西,中国,西北,家具-用具-10003555,家具,用具,"Rubvermaid 闹钟, 一包多件",1640.52,7,0,147
CN-2024-092404105,2024/9/24,2024/9/26,一级,何娇-104105,何娇,公司,大庆,黑龙江,中国,东北,办公用-标签-10001570,办公用品,标签,"Hon 运输标签, 可调",259.56,6,0,2.52
CN-2024-092411808,2024/9/24,2024/9/28,标准级,程蔓-111808,程蔓楚,消费者,太原,山西,中国,华北,技术-设备-10004746,技术,设备,"松下 收据打印机, 红色",2754.5,5,0,82.6
CN-2024-092504664,2024/9/25,2024/9/30,标准级,刘斯-104664,刘斯云,公司,蒙阴,山东,中国,华东,办公用-美术-10000410,办公用品,美术,"BIC 铅笔刀, 金属",141.26,1,0,7
CN-2024-092504664,2024/9/25,2024/9/30,标准级,刘斯-104664,刘斯云,公司,蒙阴,山东,中国,华东,办公用-装订-10002116,办公用品,装订机,"Ibico 孔加固材料, 透明",120.4,4,0,16.8
CN-2024-092512568,2024/9/25,2024/9/28,二级,涂珑-112568,涂珑,小型企业,湘潭,湖南,中国,中南,家具-椅子-10003772,家具,椅子,"SAFCO 摇椅, 每套两件",2304.288,4,0.1,332.528
CN-2024-092513298,2024/9/25,2024/10/2,标准级,庄伟-113298,庄伟,小型企业,郑州,河南,中国,中南,办公用-用品-10001051,办公用品,用品,"Kleencut 开信刀, 钢",617.4,5,0,36.4
CN-2024-092513298,2024/9/25,2024/10/2,标准级,庄伟-113298,庄伟,小型企业,郑州,河南,中国,中南,家具-书架-10003100,家具,书架,"宜家 墙角架, 传统",3445.68,6,0,1239.84
CN-2024-092513298,2024/9/25,2024/10/2,标准级,庄伟-113298,庄伟,小型企业,郑州,河南,中国,中南,办公用-纸张-10002523,办公用品,纸张,"Enermax 计划信息表, 回收",313.74,3,0,134.82
CN-2024-092513298,2024/9/25,2024/10/2,标准级,庄伟-113298,庄伟,小型企业,郑州,河南,中国,中南,办公用-装订-10004255,办公用品,装订机,"Acco 打孔机, 回收",426.72,3,0,162.12
CN-2024-092520733,2024/9/25,2024/10/2,标准级,邵黎-120733,邵黎明,小型企业,吉林市,吉林,中国,东北,办公用-收纳-10004132,办公用品,收纳具,"Rogers 盘, 工业",870.24,3,0,382.62
CN-2024-092522692,2024/9/25,2024/10/1,标准级,陶武-122692,陶武,公司,天津,天津,中国,华北,办公用-器具-10000654,办公用品,器具,"Breville 搅拌机, 黑色",836.92,2,0,192.36
CN-2024-092528864,2024/9/25,2024/9/28,二级,袁德-128864,袁德,消费者,泉州,福建,中国,华东,家具-椅子-10001559,家具,椅子,"Novimex 椅垫, 红色",1840.44,7,0,625.24
CN-2024-092533567,2024/9/25,2024/9/29,标准级,田丹-133567,田丹,消费者,肇源,黑龙江,中国,东北,技术-设备-10000073,技术,设备,"爱普生 计算器, 白色",1464.12,7,0,526.26
CN-2024-092533567,2024/9/25,2024/9/29,标准级,田丹-133567,田丹,消费者,肇源,黑龙江,中国,东北,办公用-标签-10004462,办公用品,标签,"Hon 合法证物标签, 可调",163.52,4,0,48.72
CN-2024-092610070,2024/9/26,2024/9/28,一级,戴立-110070,戴立,消费者,长春,吉林,中国,东北,技术-设备-10003259,技术,设备,"StarTech 喷墨打印机, 白色",8405.04,6,0,2016.84
CN-2024-092610070,2024/9/26,2024/9/28,一级,戴立-110070,戴立,消费者,长春,吉林,中国,东北,家具-椅子-10002161,家具,椅子,"Harbour Creations 摇椅, 每套两件",1393.84,2,0,501.76
CN-2024-092610645,2024/9/26,2024/9/30,标准级,罗安-110645,罗安,消费者,塘沽,天津,中国,华北,技术-复印-10000050,技术,复印机,"Brother 复印机, 彩色",1230.74,1,0,36.82
CN-2024-092610645,2024/9/26,2024/9/30,标准级,罗安-110645,罗安,消费者,塘沽,天津,中国,华北,家具-椅子-10004563,家具,椅子,"Office Star 沙滩椅, 可调",811.02,3,0,186.48
CN-2024-092610645,2024/9/26,2024/9/30,标准级,罗安-110645,罗安,消费者,塘沽,天津,中国,华北,办公用-美术-10001897,办公用品,美术,"Boston 速写本, 混合尺寸",724.92,3,0,231.84
CN-2024-092617192,2024/9/26,2024/10/2,标准级,许凤-117192,许凤,公司,天津,天津,中国,华北,家具-椅子-10002162,家具,椅子,"Hon 摇椅, 可调",2484.72,4,0,1018.64
CN-2024-092617192,2024/9/26,2024/10/2,标准级,许凤-117192,许凤,公司,天津,天津,中国,华北,技术-复印-10002682,技术,复印机,"佳能 传真机, 每套两件",4457.46,3,0,1114.26
CN-2024-092628689,2024/9/26,2024/9/30,标准级,陶武-128689,陶武,公司,济南,山东,中国,华东,办公用-标签-10004327,办公用品,标签,"Novimex 文件夹标签, 可调",86.1,3,0,38.64
CN-2024-092658486,2024/9/26,2024/10/2,标准级,陶巧-158486,陶巧,消费者,齐齐哈尔,黑龙江,中国,东北,家具-书架-10003254,家具,书架,"宜家 墙角架, 金属",2858.8,5,0,1143.1
CN-2024-092658486,2024/9/26,2024/10/2,标准级,陶巧-158486,陶巧,消费者,齐齐哈尔,黑龙江,中国,东北,技术-电话-10004671,技术,电话,"苹果 信号增强器, 全尺寸",1287.44,2,0,553.56
CN-2024-092658486,2024/9/26,2024/10/2,标准级,陶巧-158486,陶巧,消费者,齐齐哈尔,黑龙江,中国,东北,办公用-系固-10000647,办公用品,系固件,"OIC 订书钉, 金属",320.88,6,0,21.84
CN-2024-092658486,2024/9/26,2024/10/2,标准级,陶巧-158486,陶巧,消费者,齐齐哈尔,黑龙江,中国,东北,办公用-纸张-10001957,办公用品,纸张,"Enermax 令, 回收",794.64,6,0,71.4
CN-2024-092658486,2024/9/26,2024/10/2,标准级,陶巧-158486,陶巧,消费者,齐齐哈尔,黑龙江,中国,东北,家具-桌子-10002202,家具,桌子,"Hon 会议桌, 组装",9690.975,3,0.25,1938.195
CN-2024-092658486,2024/9/26,2024/10/2,标准级,陶巧-158486,陶巧,消费者,齐齐哈尔,黑龙江,中国,东北,办公用-信封-10003334,办公用品,信封,"Cameo 马尼拉纸信封, 红色",427.56,3,0,38.22
CN-2024-092658486,2024/9/26,2024/10/2,标准级,陶巧-158486,陶巧,消费者,齐齐哈尔,黑龙江,中国,东北,办公用-系固-10000833,办公用品,系固件,"Accos 橡皮筋, 每包 12 个",526.26,7,0,83.3
CN-2024-092698268,2024/9/26,2024/9/30,二级,李丽-098268,李丽丽,消费者,滁州,安徽,中国,华东,家具-椅子-10001055,家具,椅子,"Hon 沙滩椅, 每套两件",1106,5,0,242.9
CN-2024-092698268,2024/9/26,2024/9/30,二级,李丽-098268,李丽丽,消费者,滁州,安徽,中国,华东,办公用-纸张-10004354,办公用品,纸张,"Enermax 笔记本, 多色",558.32,4,0,273.28
CN-2024-092803413,2024/9/28,2024/10/1,一级,涂强-103413,涂强,消费者,成都,四川,中国,西南,办公用-收纳-10003897,办公用品,收纳具,"Rogers 搁板, 金属",856.8,3,0,145.32
CN-2024-092810854,2024/9/28,2024/10/1,一级,涂德-110854,涂德伟,消费者,辽源,吉林,中国,东北,技术-设备-10003033,技术,设备,"StarTech 喷墨打印机, 耐用",5635.28,4,0,2028.32
CN-2024-092814856,2024/9/28,2024/10/4,标准级,贺锦-114856,贺锦,消费者,北京,北京,中国,华北,办公用-美术-10001243,办公用品,美术,"BIC 记号笔, 金属",516.88,4,0,20.16
CN-2024-092814856,2024/9/28,2024/10/4,标准级,贺锦-114856,贺锦,消费者,北京,北京,中国,华北,技术-配件-10001067,技术,配件,"罗技 闪存驱动器, 实惠",142.38,1,0,5.6
CN-2024-092828840,2024/9/28,2024/10/3,二级,殷莲-128840,殷莲,消费者,西安,陕西,中国,西北,技术-电话-10003151,技术,电话,"三星 耳机, 混合尺寸",2484.3,7,0,272.44
CN-2024-092828840,2024/9/28,2024/10/3,二级,殷莲-128840,殷莲,消费者,西安,陕西,中国,西北,办公用-装订-10001547,办公用品,装订机,"Ibico 孔加固材料, 回收",102.9,3,0,34.86
CN-2024-092829636,2024/9/28,2024/9/29,一级,雷菊-129636,雷菊,消费者,深圳,广东,中国,中南,技术-复印-10004535,技术,复印机,"佳能 墨水, 彩色",1386.84,2,0,124.6
CN-2024-092829636,2024/9/28,2024/9/29,一级,雷菊-129636,雷菊,消费者,深圳,广东,中国,中南,技术-配件-10002679,技术,配件,"Enermax 路由器, 实惠",2411.08,2,0,554.4
CN-2024-092894137,2024/9/28,2024/10/4,标准级,彭伟-094137,彭伟,小型企业,周村,山东,中国,华东,家具-椅子-10002448,家具,椅子,"SAFCO 折叠椅, 红色",2399.88,6,0,431.76
CN-2024-092894137,2024/9/28,2024/10/4,标准级,彭伟-094137,彭伟,小型企业,周村,山东,中国,华东,办公用-纸张-10004573,办公用品,纸张,"Enermax 信纸, 多色",1358.28,6,0,53.76
CN-2024-092894137,2024/9/28,2024/10/4,标准级,彭伟-094137,彭伟,小型企业,周村,山东,中国,华东,办公用-系固-10002226,办公用品,系固件,"Advantus 图钉, 金属",511.84,8,0,132.16
CN-2024-092894137,2024/9/28,2024/10/4,标准级,彭伟-094137,彭伟,小型企业,周村,山东,中国,华东,办公用-标签-10004030,办公用品,标签,"Harbour Creations 可去除的标签, 红色",142.38,3,0,29.82
CN-2024-092894137,2024/9/28,2024/10/4,标准级,彭伟-094137,彭伟,小型企业,周村,山东,中国,华东,技术-复印-10003382,技术,复印机,"佳能 传真复印机, 红色",1769.04,2,0,282.8
CN-2024-092894137,2024/9/28,2024/10/4,标准级,彭伟-094137,彭伟,小型企业,周村,山东,中国,华东,办公用-用品-10001494,办公用品,用品,"Kleencut 美工刀, 钢",317.8,2,0,76.16
CN-2024-092894137,2024/9/28,2024/10/4,标准级,彭伟-094137,彭伟,小型企业,周村,山东,中国,华东,办公用-信封-10003687,办公用品,信封,"Cameo 局间信封, 红色",951.44,4,0,104.16
CN-2024-092894137,2024/9/28,2024/10/4,标准级,彭伟-094137,彭伟,小型企业,周村,山东,中国,华东,办公用-收纳-10004913,办公用品,收纳具,"Eldon 文件车, 金属",2962.4,5,0,1155
CN-2024-092896413,2024/9/28,2024/10/2,标准级,曹丽-096413,曹丽,小型企业,临沂,山东,中国,华东,家具-用具-10001120,家具,用具,"Deflect-O 分层置放架, 耐用",208.32,2,0,20.72
CN-2024-092896479,2024/9/28,2024/10/2,二级,宋栋-096479,宋栋,公司,唐山,河北,中国,华北,办公用-收纳-10001942,办公用品,收纳具,"Fellowes 文件车, 金属",1272.88,2,0,585.48
CN-2024-092896479,2024/9/28,2024/10/2,二级,宋栋-096479,宋栋,公司,唐山,河北,中国,华北,家具-椅子-10000374,家具,椅子,"Harbour Creations 椅垫, 可调",1738.1,5,0,799.4
CN-2024-092896777,2024/9/28,2024/9/30,二级,戴立-096777,戴立,消费者,太原,山西,中国,华北,家具-椅子-10004110,家具,椅子,"SAFCO 沙滩椅, 可调",242.34,1,0,94.5
CN-2024-092896777,2024/9/28,2024/9/30,二级,戴立-096777,戴立,消费者,太原,山西,中国,华北,办公用-收纳-10001011,办公用品,收纳具,"Fellowes 文件夹, 金属",237.72,2,0,16.52
CN-2024-092896777,2024/9/28,2024/9/30,二级,戴立-096777,戴立,消费者,太原,山西,中国,华北,办公用-收纳-10000406,办公用品,收纳具,"Smead 文件车, 金属",1784.58,3,0,695.94
CN-2024-092896777,2024/9/28,2024/9/30,二级,戴立-096777,戴立,消费者,太原,山西,中国,华北,办公用-收纳-10000306,办公用品,收纳具,"Smead 文件夹, 单宽度",327.04,4,0,117.6
CN-2024-092902343,2024/9/29,2024/10/5,标准级,严强-102343,严强,消费者,蔡甸,湖北,中国,中南,办公用-标签-10003755,办公用品,标签,"Novimex 可去除的标签, 白色",276.36,6,0,115.92
CN-2024-092902343,2024/9/29,2024/10/5,标准级,严强-102343,严强,消费者,蔡甸,湖北,中国,中南,办公用-系固-10003826,办公用品,系固件,"Accos 回形针, 整包",39.312,1,0.4,-1.988
CN-2024-092905788,2024/9/29,2024/10/5,标准级,柳明-105788,柳明,小型企业,烟台,山东,中国,华东,技术-设备-10001433,技术,设备,"爱普生 计算器, 多色",1516.06,7,0,272.44
CN-2024-092927697,2024/9/29,2024/10/3,标准级,吕欢-127697,吕欢悦,消费者,铁力,黑龙江,中国,东北,办公用-纸张-10003592,办公用品,纸张,"SanDisk 羊皮纸, 回收",387.8,5,0,58.1
CN-2024-092944169,2024/9/29,2024/10/3,标准级,黄磊-144169,黄磊,消费者,肃州,甘肃,中国,西北,家具-用具-10001387,家具,用具,"Tenex 灯泡, 耐用",44.688,1,0.4,7.448
CN-2024-092993736,2024/9/29,2024/10/3,标准级,刘明-093736,刘明,公司,宜昌,湖北,中国,中南,办公用-系固-10001943,办公用品,系固件,"Stockwell 夹子, 每包 12 个",156.744,3,0.4,-31.416
CN-2024-092993736,2024/9/29,2024/10/3,标准级,刘明-093736,刘明,公司,宜昌,湖北,中国,中南,办公用-美术-10002247,办公用品,美术,"BIC 记号笔, 整包",24.92,1,0.8,-61.18
CN-2024-093001564,2024/9/30,2024/10/5,标准级,严珑-101564,严珑,小型企业,萍乡,江西,中国,华东,家具-书架-10003501,家具,书架,"宜家 搁架, 白色",2420.04,3,0,1210.02
CN-2024-093006176,2024/9/30,2024/10/4,标准级,佘凤-106176,佘凤,公司,醴陵,湖南,中国,中南,办公用-器具-10000769,办公用品,器具,"Hamilton Beach 冰箱, 红色",7001.82,3,0,489.72
CN-2024-093006176,2024/9/30,2024/10/4,标准级,佘凤-106176,佘凤,公司,醴陵,湖南,中国,中南,办公用-标签-10003382,办公用品,标签,"Novimex 文件夹标签, 耐用",201.6,5,0,25.9
CN-2024-093013472,2024/9/30,2024/10/4,标准级,郝立-113472,郝立勤,消费者,合肥,安徽,中国,华东,办公用-美术-10003735,办公用品,美术,"Binney & Smith 速写本, 蓝色",1210.496,7,0.2,438.256
CN-2024-093031598,2024/9/30,2024/10/4,标准级,杨立-131598,杨立勤,公司,西安,陕西,中国,西北,技术-电话-10004300,技术,电话,"苹果 智能手机, 整包",1151.64,2,0,172.48
CN-2024-093098749,2024/9/30,2024/10/6,标准级,任梅-098749,任梅,小型企业,睢城,江苏,中国,华东,家具-书架-10003011,家具,书架,"Sauder 书架, 黑色",2074.38,5,0.4,172.48
CN-2024-093098749,2024/9/30,2024/10/6,标准级,任梅-098749,任梅,小型企业,睢城,江苏,中国,华东,办公用-收纳-10004690,办公用品,收纳具,"Fellowes 盘, 工业",270.06,1,0,118.72
CN-2024-093098749,2024/9/30,2024/10/6,标准级,任梅-098749,任梅,小型企业,睢城,江苏,中国,华东,办公用-美术-10003689,办公用品,美术,"BIC 荧光笔, 蓝色",70.672,4,0.8,-216.048
CN-2024-093098749,2024/9/30,2024/10/6,标准级,任梅-098749,任梅,小型企业,睢城,江苏,中国,华东,办公用-系固-10004057,办公用品,系固件,"OIC 夹子, 每包 12 个",161.28,3,0.4,-2.94
CN-2024-093098749,2024/9/30,2024/10/6,标准级,任梅-098749,任梅,小型企业,睢城,江苏,中国,华东,家具-用具-10003358,家具,用具,"Advantus 灯泡, 一包多件",56.364,1,0.4,-18.816
CN-2024-100100582,2024/10/1,2024/10/6,标准级,常君-100582,常君,公司,深圳,广东,中国,中南,办公用-用品-10003039,办公用品,用品,"Acme 开信刀, 锯齿状",376.74,3,0,161.7
CN-2024-100102275,2024/10/1,2024/10/1,当日,康娇-102275,康娇,消费者,新余,江西,中国,华东,办公用-信封-10003132,办公用品,信封,"Jiffy 搭扣信封, 每套 50 个",198.8,5,0,53.2
CN-2024-100102275,2024/10/1,2024/10/1,当日,康娇-102275,康娇,消费者,新余,江西,中国,华东,家具-书架-10002576,家具,书架,"Sauder 古典书架, 传统",14242.34,7,0,3560.34
CN-2024-100108424,2024/10/1,2024/10/5,标准级,唐忠-108424,唐忠,公司,邯郸,河北,中国,华北,技术-复印-10001701,技术,复印机,"Brother 墨水, 数字化",685.72,1,0,308.56
CN-2024-100110665,2024/10/1,2024/10/6,标准级,苏姝-110665,苏姝,小型企业,临沂,山东,中国,华东,家具-椅子-10003692,家具,椅子,"SAFCO 扶手椅, 红色",8613.36,4,0,3789.52
CN-2024-100124650,2024/10/1,2024/10/2,一级,贺鹏-124650,贺鹏,小型企业,深圳,广东,中国,中南,办公用-收纳-10002847,办公用品,收纳具,"Tenex 文件车, 金属",621.6,1,0,198.8
CN-2024-100133344,2024/10/1,2024/10/3,二级,田江-133344,田江丽,公司,鞍山,辽宁,中国,东北,办公用-装订-10000333,办公用品,装订机,"Cardinal 订书机, 回收",421.092,3,0.4,-105.588
CN-2024-100135334,2024/10/1,2024/10/5,标准级,贺恒-135334,贺恒,消费者,普兰店,辽宁,中国,东北,技术-配件-10000166,技术,配件,"SanDisk 闪存驱动器, 耐用",779.1,7,0.4,116.62
CN-2024-100155884,2024/10/1,2024/10/3,二级,麦虹-155884,麦虹,公司,重庆,重庆,中国,西南,家具-用具-10003909,家具,用具,"Eldon 分层置放架, 一包多件",294.56,2,0,38.08
CN-2024-100155884,2024/10/1,2024/10/3,二级,麦虹-155884,麦虹,公司,重庆,重庆,中国,西南,技术-设备-10003952,技术,设备,"柯尼卡 卡片打印机, 白色",810.04,1,0,7.98
CN-2024-100155884,2024/10/1,2024/10/3,二级,麦虹-155884,麦虹,公司,重庆,重庆,中国,西南,家具-椅子-10004470,家具,椅子,"Novimex 摇椅, 黑色",3010,5,0,240.8
CN-2024-100155884,2024/10/1,2024/10/3,二级,麦虹-155884,麦虹,公司,重庆,重庆,中国,西南,办公用-标签-10001969,办公用品,标签,"Harbour Creations 圆形标签, 红色",91.98,3,0,37.38
CN-2024-100196675,2024/10/1,2024/10/6,标准级,孔关-096675,孔关茵,公司,广水,湖北,中国,中南,办公用-纸张-10004938,办公用品,纸张,"SanDisk 信纸, 回收",1353.24,6,0,135.24
CN-2024-100197746,2024/10/1,2024/10/7,标准级,施强-097746,施强,消费者,天津,天津,中国,华北,办公用-收纳-10003671,办公用品,收纳具,"Tenex 盘, 蓝色",252.98,1,0,123.9
CN-2024-100200628,2024/10/2,2024/10/4,二级,白鹄-100628,白鹄,消费者,上海,上海,中国,华东,技术-配件-10001200,技术,配件,"Memorex 键盘, 实惠",2330.44,7,0,1071.14
CN-2024-100200628,2024/10/2,2024/10/4,二级,白鹄-100628,白鹄,消费者,上海,上海,中国,华东,办公用-用品-10000039,办公用品,用品,"Acme 尺子, 工业",85.54,1,0,23.94
CN-2024-100200628,2024/10/2,2024/10/4,二级,白鹄-100628,白鹄,消费者,上海,上海,中国,华东,办公用-装订-10004589,办公用品,装订机,"Avery 孔加固材料, 耐用",137.9,5,0,2.1
CN-2024-100200628,2024/10/2,2024/10/4,二级,白鹄-100628,白鹄,消费者,上海,上海,中国,华东,办公用-装订-10004369,办公用品,装订机,"Cardinal 装订机, 回收",397.32,6,0,126.84
CN-2024-100200628,2024/10/2,2024/10/4,二级,白鹄-100628,白鹄,消费者,上海,上海,中国,华东,技术-电话-10002777,技术,电话,"三星 办公室电话机, 整包",2133.46,7,0,959.42
CN-2024-100200628,2024/10/2,2024/10/4,二级,白鹄-100628,白鹄,消费者,上海,上海,中国,华东,技术-复印-10002045,技术,复印机,"Hewlett 传真机, 数字化",4473.84,3,0,1162.98
CN-2024-100200628,2024/10/2,2024/10/4,二级,白鹄-100628,白鹄,消费者,上海,上海,中国,华东,办公用-用品-10004353,办公用品,用品,"Elite 开信刀, 工业",269.92,2,0,118.72
CN-2024-100201141,2024/10/2,2024/10/8,标准级,徐芬-101141,徐芬,公司,徐州,江苏,中国,华东,办公用-信封-10001882,办公用品,信封,"Ames 邮寄品, 红色",735.28,4,0,315.84
CN-2024-100201141,2024/10/2,2024/10/8,标准级,徐芬-101141,徐芬,公司,徐州,江苏,中国,华东,家具-椅子-10002636,家具,椅子,"Hon 椅垫, 每套两件",485.352,3,0.4,-40.488
CN-2024-100201141,2024/10/2,2024/10/8,标准级,徐芬-101141,徐芬,公司,徐州,江苏,中国,华东,家具-书架-10002576,家具,书架,"Sauder 古典书架, 传统",7324.632,6,0.4,-1831.368
CN-2024-100201141,2024/10/2,2024/10/8,标准级,徐芬-101141,徐芬,公司,徐州,江苏,中国,华东,办公用-纸张-10002524,办公用品,纸张,"施乐 羊皮纸, 回收",122.92,2,0,9.8
CN-2024-100218128,2024/10/2,2024/10/7,标准级,陈丽-118128,陈丽雪,公司,大连,辽宁,中国,东北,办公用-系固-10003093,办公用品,系固件,"OIC 图钉, 整包",118.188,3,0.4,-37.632
CN-2024-100218128,2024/10/2,2024/10/7,标准级,陈丽-118128,陈丽雪,公司,大连,辽宁,中国,东北,办公用-装订-10001062,办公用品,装订机,"Acco 订书机, 回收",288.12,2,0.4,-81.76
CN-2024-100219702,2024/10/2,2024/10/6,标准级,薛柏-119702,薛柏,小型企业,娄底,湖南,中国,中南,办公用-用品-10004475,办公用品,用品,"Kleencut 剪刀, 蓝色",104.02,1,0,37.38
CN-2024-100226944,2024/10/2,2024/10/6,二级,黄涛-126944,黄涛,小型企业,天津,天津,中国,华北,办公用-收纳-10003617,办公用品,收纳具,"Tenex 文件车, 单宽度",1252.16,2,0,212.8
CN-2024-100238165,2024/10/2,2024/10/8,标准级,邱荷-138165,邱荷,消费者,黄山,安徽,中国,华东,办公用-系固-10002340,办公用品,系固件,"OIC 按钉, 每包 12 个",401.52,6,0,7.56
CN-2024-100238165,2024/10/2,2024/10/8,标准级,邱荷-138165,邱荷,消费者,黄山,安徽,中国,华东,办公用-用品-10003154,办公用品,用品,"Acme 剪刀, 蓝色",593.6,5,0,65.1
CN-2024-100310670,2024/10/3,2024/10/7,标准级,苏晒-110670,苏晒明,消费者,梧州,广西,中国,中南,技术-设备-10004381,技术,设备,"松下 电话, 多色",395.92,1,0,0
CN-2024-100318738,2024/10/3,2024/10/7,标准级,苏晒-118738,苏晒明,消费者,洛阳,福建,中国,华东,办公用-信封-10004134,办公用品,信封,"Ames 搭扣信封, 红色",150.36,3,0,39.06
CN-2024-100328824,2024/10/3,2024/10/10,标准级,邱谦-128824,邱谦,消费者,绵阳,四川,中国,西南,办公用-器具-10000857,办公用品,器具,"Cuisinart 冰箱, 黑色",6937.14,5,0.4,-4393.76
CN-2024-100328824,2024/10/3,2024/10/10,标准级,邱谦-128824,邱谦,消费者,绵阳,四川,中国,西南,办公用-用品-10004652,办公用品,用品,"Stiletto 开信刀, 钢",311.136,4,0.4,-181.664
CN-2024-100337672,2024/10/3,2024/10/7,标准级,陶恒-137672,陶恒,消费者,七台河,黑龙江,中国,东北,技术-复印-10004145,技术,复印机,"Hewlett 无线传真机, 红色",7063.28,4,0,1553.44
CN-2024-100409522,2024/10/4,2024/10/10,标准级,苏涛-109522,苏涛,消费者,北京,北京,中国,华北,技术-电话-10002604,技术,电话,"摩托罗拉 信号增强器, 蓝色",1335.88,2,0,146.72
CN-2024-100512213,2024/10/5,2024/10/9,标准级,田谙-112213,田谙,消费者,徐州,江苏,中国,华东,技术-电话-10004627,技术,电话,"思科 充电器, 整包",3648.288,2,0.4,-182.672
CN-2024-100512213,2024/10/5,2024/10/9,标准级,田谙-112213,田谙,消费者,徐州,江苏,中国,华东,办公用-系固-10001746,办公用品,系固件,"Advantus 回形针, 整包",117.18,3,0.4,-33.6
CN-2024-100512213,2024/10/5,2024/10/9,标准级,田谙-112213,田谙,消费者,徐州,江苏,中国,华东,办公用-用品-10004755,办公用品,用品,"Stiletto 剪刀, 工业",70.644,1,0.4,6.944
CN-2024-100513679,2024/10/5,2024/10/9,标准级,袁松-113679,袁松,消费者,图们,吉林,中国,东北,家具-椅子-10001902,家具,椅子,"SAFCO 沙滩椅, 黑色",438.76,2,0,17.36
CN-2024-100513679,2024/10/5,2024/10/9,标准级,袁松-113679,袁松,消费者,图们,吉林,中国,东北,办公用-用品-10004482,办公用品,用品,"Kleencut 尺子, 锯齿状",335.16,7,0,167.58
CN-2024-100513839,2024/10/5,2024/10/7,二级,贺斯-113839,贺斯云,消费者,济南,山东,中国,华东,办公用-美术-10000757,办公用品,美术,"Boston 记号笔, 混合尺寸",689.5,5,0,206.5
CN-2024-100513839,2024/10/5,2024/10/7,二级,贺斯-113839,贺斯云,消费者,济南,山东,中国,华东,家具-书架-10003676,家具,书架,"Dania 墙角架, 传统",1708.98,3,0,290.22
CN-2024-100513839,2024/10/5,2024/10/7,二级,贺斯-113839,贺斯云,消费者,济南,山东,中国,华东,办公用-信封-10003818,办公用品,信封,"Ames 局间信封, 回收",1024.8,5,0,338.1
CN-2024-100515546,2024/10/5,2024/10/9,标准级,袁德-115546,袁德,消费者,天津,天津,中国,华北,办公用-标签-10002018,办公用品,标签,"Novimex 合法证物标签, 可调",78.12,2,0,16.24
CN-2024-100515546,2024/10/5,2024/10/9,标准级,袁德-115546,袁德,消费者,天津,天津,中国,华北,技术-配件-10000783,技术,配件,"罗技 键盘, 回收",655.76,2,0,163.8
CN-2024-100515546,2024/10/5,2024/10/9,标准级,袁德-115546,袁德,消费者,天津,天津,中国,华北,办公用-美术-10002057,办公用品,美术,"Binney & Smith 画布, 整包",1204.7,5,0,240.8
CN-2024-100517764,2024/10/5,2024/10/10,标准级,罗琼-117764,罗琼,消费者,烟台,山东,中国,华东,办公用-标签-10002697,办公用品,标签,"Smead 运输标签, 红色",53.34,1,0,23.38
CN-2024-100519488,2024/10/5,2024/10/7,二级,邹丽-119488,邹丽雪,小型企业,青岛,山东,中国,华东,家具-椅子-10000979,家具,椅子,"Hon 凳子, 可调",2325.96,3,0,720.72
CN-2024-100528057,2024/10/5,2024/10/9,标准级,袁德-128057,袁德,消费者,通州,北京,中国,华北,办公用-系固-10003020,办公用品,系固件,"Stockwell 订书钉, 每包 12 个",183.68,4,0,16.24
CN-2024-100592636,2024/10/5,2024/10/8,一级,唐安-092636,唐安,消费者,南昌,江西,中国,华东,技术-设备-10003739,技术,设备,"松下 打印机, 白色",3708.6,3,0,1483.44
CN-2024-100592636,2024/10/5,2024/10/8,一级,唐安-092636,唐安,消费者,南昌,江西,中国,华东,技术-配件-10001134,技术,配件,"Enermax 鼠标, 回收",355.6,2,0,7
CN-2024-100606057,2024/10/6,2024/10/8,一级,常盛-106057,常盛,消费者,荔城,广东,中国,中南,办公用-信封-10000372,办公用品,信封,"Jiffy 邮寄品, 银色",923.3,5,0,27.3
CN-2024-100606057,2024/10/6,2024/10/8,一级,常盛-106057,常盛,消费者,荔城,广东,中国,中南,办公用-标签-10003121,办公用品,标签,"Avery 有色标签, 红色",183.54,3,0,31.08
CN-2024-100616998,2024/10/6,2024/10/9,一级,陶恒-116998,陶恒,消费者,上海,上海,中国,华东,办公用-信封-10002653,办公用品,信封,"Jiffy 马尼拉纸信封, 回收",347.34,3,0,156.24
CN-2024-100623133,2024/10/6,2024/10/8,二级,程安-123133,程安,消费者,阆中,四川,中国,西南,技术-电话-10000199,技术,电话,"三星 智能手机, 混合尺寸",1765.26,5,0.4,-677.04
CN-2024-100623434,2024/10/6,2024/10/10,标准级,韩莲-123434,韩莲,小型企业,天津,天津,中国,华北,技术-设备-10002164,技术,设备,"松下 打印机, 耐用",11197.62,9,0,1343.16
CN-2024-100630120,2024/10/6,2024/10/12,标准级,韩杰-130120,韩杰,消费者,深圳,广东,中国,中南,家具-用具-10002095,家具,用具,"Advantus 灯泡, 黑色",93.66,1,0,28
CN-2024-100630120,2024/10/6,2024/10/12,标准级,韩杰-130120,韩杰,消费者,深圳,广东,中国,中南,技术-设备-10003030,技术,设备,"松下 电话, 红色",765.24,2,0,267.68
